papipe_peak,papipe_umis
chr2_146589858_f,4
chr2_146738294_f,3
chr2_147853219_f,1
chr2_147896758_f,2
chr2_147917545_f,2
chr2_147918167_f,3
chr2_147935264_r,257
chr2_147971254_r,1
chr2_147972165_r,9
chr2_148011017_r,255
chr2_148023558_f,13
chr2_148025300_f,259
chr2_148026942_f,168
chr2_148028687_f,9
chr2_148030289_f,153
chr2_148031631_f,92
chr2_148059845_f,46
chr2_148060132_f,129
chr2_148092808_f,143
chr2_148160664_f,1
chr2_148247240_f,14
chr2_148252460_f,15
chr2_148279431_f,9
chr2_148283501_f,2
chr2_148454171_f,6
chr2_148492173_f,70
chr2_148505787_f,36
chr2_148646796_f,65
chr2_148674545_f,5
chr2_148675463_f,4
chr2_148680718_f,97
chr2_148690527_f,102
chr2_148692436_f,50
chr2_148697785_f,72
chr2_148726774_f,2
chr2_148743700_f,22
chr2_148757993_f,5
chr2_148762771_f,20
chr2_148782537_f,490
chr2_148881758_r,56155
chr2_149569634_r,959
chr2_149569890_r,674
chr2_149575836_r,41
chr2_149626800_f,13
chr2_150747948_r,1
chr2_151044457_r,1
chr2_151058454_f,4
chr2_151263936_f,1
chr2_151270470_r,1644
chr2_151282015_r,58
chr2_151290356_f,33
chr2_151358036_f,30
chr2_151411300_f,49
chr2_151415563_f,132
chr2_151418992_r,48
chr2_151420841_f,196
chr2_151422345_f,203
chr2_151425314_f,19
chr2_151436062_f,162
chr2_151442388_f,286
chr2_151453579_f,581
chr2_151463352_f,31
chr2_151463628_f,55
chr2_151470138_f,8
chr2_151473916_f,33
chr2_151475476_f,81
chr2_151475822_f,89
chr2_151482172_f,53
chr2_151496811_f,10
chr2_151506727_f,10
chr2_151540478_f,12
chr2_15166918_r,289
chr2_151796315_r,51
chr2_151801448_r,137
chr2_151802826_r,863
chr2_151810113_r,19
chr2_151832891_r,40
chr2_151834815_r,51
chr2_151893260_r,10
chr2_151967671_r,124
chr2_151971696_r,7
chr2_151989962_r,79
chr2_151993173_r,225
chr2_152046495_r,31
chr2_152048780_r,26
chr2_152049611_r,207
chr2_152053446_r,100
chr2_152055384_r,98
chr2_152067373_r,139
chr2_15212039_r,2
chr2_152120418_r,56
chr2_152133432_r,8
chr2_152149098_r,44
chr2_152149516_r,163
chr2_152152918_r,82
chr2_152166774_r,9
chr2_152172138_r,31
chr2_152174233_r,38
chr2_152177368_f,32
chr2_152339868_f,10
chr2_152352037_f,1
chr2_152488906_f,1
chr2_152655329_r,1126
chr2_152656205_r,682
chr2_152659147_r,1213
chr2_152665612_r,65
chr2_152666034_r,781
chr2_152666400_r,494
chr2_152669222_r,402
chr2_152669877_r,220
chr2_152671368_r,314
chr2_152672571_r,468
chr2_152683401_r,40
chr2_152686241_r,940
chr2_152691286_r,144
chr2_152694389_r,407
chr2_152710455_r,59
chr2_152715436_r,15
chr2_152716682_r,102
chr2_152719433_f,165
chr2_152719750_f,463
chr2_152746846_r,52
chr2_152753720_r,57
chr2_152760912_f,175
chr2_15325428_r,5
chr2_15352418_r,13
chr2_15368218_r,155
chr2_15374291_r,19
chr2_15431717_r,4
chr2_15449848_r,40
chr2_154955516_r,1
chr2_15540730_r,96
chr2_15550554_r,109
chr2_15559062_f,212
chr2_15597822_f,12
chr2_15605565_f,73
chr2_15609749_f,83
chr2_15627137_f,47
chr2_15631099_f,710
chr2_156324432_r,1486
chr2_156324780_r,395
chr2_156325100_r,2547
chr2_156326595_r,3062
chr2_156328873_r,2946
chr2_156331716_r,136
chr2_156332739_f,32
chr2_156334014_r,36
chr2_156334517_f,164
chr2_156335140_f,139
chr2_156337409_r,13
chr2_156341455_r,851
chr2_156342235_f,1096
chr2_156343418_f,69
chr2_156436990_f,21
chr2_156454493_f,76
chr2_156483534_f,164
chr2_156493379_f,67
chr2_156498728_f,60
chr2_156514365_f,21
chr2_156535340_f,324
chr2_156547686_f,2
chr2_156558522_f,10
chr2_156586403_f,190
chr2_157339968_r,7
chr2_157348227_r,84
chr2_157389648_r,33
chr2_157392915_r,54
chr2_157400660_r,253
chr2_157402623_r,138
chr2_157403738_r,34
chr2_157404853_r,56
chr2_157407588_r,570
chr2_157408003_r,98
chr2_157410151_r,105
chr2_157411038_r,454
chr2_157412788_r,187
chr2_157413297_r,175
chr2_157414619_r,97
chr2_157415015_r,155
chr2_157415457_r,872
chr2_157416040_r,31
chr2_157416870_r,97
chr2_157417276_r,129
chr2_157417765_r,163
chr2_157419841_f,12
chr2_157421949_r,65
chr2_157423927_r,22
chr2_157428597_r,33
chr2_157430806_r,325
chr2_157435720_r,125
chr2_157440938_r,793
chr2_157443099_r,57
chr2_157453892_f,58
chr2_157673476_f,25
chr2_157859478_r,4
chr2_158080255_r,4
chr2_158112918_r,36
chr2_158135020_f,13
chr2_158490343_f,119
chr2_158550282_f,12
chr2_158553485_f,21
chr2_158570345_f,2
chr2_158613382_f,8
chr2_158663007_f,83
chr2_158667971_f,12
chr2_158681429_f,134
chr2_158984553_f,1
chr2_158994236_f,2
chr2_159081627_f,7
chr2_159188025_f,5
chr2_159219499_f,5
chr2_159235494_f,5
chr2_159235798_r,293
chr2_159246903_r,3
chr2_159257404_r,98
chr2_159264099_r,7
chr2_159315318_r,362
chr2_159350346_r,57
chr2_159377436_r,5
chr2_159384965_r,199
chr2_159395681_r,21
chr2_159398830_r,130
chr2_159404850_r,420
chr2_159421175_r,107
chr2_159437411_r,117
chr2_159450758_r,75
chr2_159474401_r,51
chr2_159498814_r,15
chr2_159513619_r,110
chr2_159515297_r,24
chr2_159519691_r,87
chr2_159595664_r,12
chr2_159602494_r,84
chr2_159603179_r,11
chr2_159603859_r,121
chr2_159607022_r,984
chr2_159607712_r,98
chr2_159609483_r,31
chr2_159611628_r,92
chr2_159611884_r,129
chr2_159616283_f,59
chr2_159617082_f,636
chr2_159617760_f,115
chr2_159623672_r,87
chr2_159672336_r,3
chr2_159688984_r,40
chr2_159693443_r,66
chr2_159710616_r,79
chr2_159714196_f,89
chr2_159718317_f,67
chr2_159721952_f,29
chr2_159724632_f,6
chr2_159727941_f,19
chr2_159729377_f,615
chr2_159729685_f,743
chr2_159732282_f,104
chr2_159738487_r,2
chr2_159739453_f,37
chr2_159742173_f,166
chr2_159747377_f,61
chr2_159748997_r,83
chr2_159753249_f,374
chr2_159754639_f,509
chr2_159755442_f,163
chr2_159756687_f,306
chr2_159760373_f,105
chr2_159767030_r,97
chr2_159768572_f,562
chr2_159768628_r,263
chr2_159771920_r,690
chr2_159775446_r,42
chr2_159776031_r,529
chr2_159776426_r,92
chr2_159776725_r,290
chr2_159779230_f,149
chr2_159779290_r,19
chr2_159780015_r,879
chr2_159784993_r,250
chr2_159802457_r,31
chr2_159803355_r,371
chr2_159858390_r,18
chr2_159859499_r,30
chr2_159892755_r,6
chr2_159898373_r,42
chr2_159902100_r,17
chr2_159904672_r,5
chr2_159948423_r,2
chr2_160272152_r,411
chr2_160273784_r,100
chr2_160284836_r,5
chr2_160301494_r,8
chr2_160330619_r,140
chr2_160358829_r,72
chr2_160361184_r,19
chr2_160366955_r,14
chr2_160376519_r,67
chr2_160378219_r,33
chr2_160390909_r,26
chr2_160396580_r,359
chr2_160399120_r,66
chr2_160401175_r,38
chr2_160402396_r,63
chr2_160406991_r,752
chr2_160408672_f,21
chr2_161078156_f,16
chr2_161149026_f,72
chr2_161153687_f,149
chr2_161159476_f,10
chr2_161161794_f,105
chr2_161163315_f,52
chr2_161165036_f,197
chr2_161168514_f,696
chr2_161168838_f,114
chr2_161174059_f,34
chr2_161174535_f,24
chr2_161176214_f,261
chr2_161178477_f,966
chr2_161180088_f,182
chr2_161182025_f,354
chr2_161183879_f,82
chr2_161185270_f,212
chr2_161186208_f,33
chr2_161187579_f,107
chr2_161187905_f,280
chr2_161196204_f,89
chr2_161199162_f,166
chr2_161204980_f,537
chr2_161206839_f,11
chr2_161210694_f,297
chr2_161220603_f,128
chr2_161226628_f,30
chr2_161236172_f,502
chr2_161236665_f,1
chr2_161245342_f,53
chr2_161316329_f,33
chr2_161326905_f,120
chr2_161327802_f,185
chr2_161332387_f,16
chr2_161337033_f,33
chr2_161338058_f,56
chr2_161338359_r,10
chr2_161345779_f,14
chr2_161373181_f,102
chr2_161382431_f,40
chr2_161396664_f,45
chr2_161402035_f,63
chr2_161407576_f,2
chr2_161411716_f,907
chr2_161753908_r,1
chr2_162280043_r,13
chr2_162312677_r,63
chr2_162313515_r,61
chr2_162313821_r,132
chr2_162359613_f,151
chr2_162360426_f,159
chr2_162361117_f,877
chr2_162361416_f,35
chr2_162617478_f,4
chr2_162780644_r,1
chr2_164573512_r,180
chr2_165730248_r,11
chr2_165741945_r,16
chr2_165747338_r,723
chr2_165747809_r,379
chr2_165748072_r,117
chr2_165748949_r,49
chr2_165752367_r,424
chr2_165753403_r,1289
chr2_165754257_r,1631
chr2_165758405_r,49
chr2_165762789_r,267
chr2_165765087_r,94
chr2_165765498_r,883
chr2_165766892_r,39
chr2_165767975_r,783
chr2_165769783_r,147
chr2_165770279_r,243
chr2_165772698_r,15
chr2_165780642_r,866
chr2_165781794_r,113
chr2_165783071_r,82
chr2_165783854_r,229
chr2_165786642_r,1278
chr2_165787701_r,495
chr2_165789725_r,444
chr2_165791034_r,52
chr2_165792900_r,131
chr2_165857461_r,7
chr2_16590114_r,7
chr2_165922566_f,30
chr2_165930952_r,24
chr2_16600699_r,5
chr2_16614145_r,6
chr2_16623183_r,5
chr2_16662932_r,114
chr2_16664845_r,6
chr2_167979060_r,19
chr2_167980772_r,222
chr2_167999480_r,218
chr2_168031471_r,8
chr2_168087707_r,2
chr2_168117985_r,2
chr2_168476906_f,41
chr2_168493306_f,198
chr2_168503424_f,13
chr2_168505382_f,425
chr2_168506742_f,4
chr2_168510093_f,197
chr2_168545041_f,7
chr2_168561383_f,56
chr2_168566813_f,200
chr2_168578763_f,12
chr2_168601873_f,14
chr2_168617402_f,148
chr2_168618905_f,36
chr2_168622948_f,2
chr2_168635002_f,16
chr2_168637515_f,448
chr2_168638439_f,867
chr2_168639026_f,328
chr2_168641906_f,135
chr2_168644294_f,189
chr2_168644754_f,544
chr2_168645089_f,951
chr2_168669314_f,17
chr2_168686399_f,913
chr2_168688287_f,583
chr2_168696949_f,12
chr2_168705363_f,638
chr2_168705857_f,246
chr2_168711731_f,1161
chr2_168713902_f,22
chr2_168721620_f,324
chr2_168722062_f,31
chr2_168727547_f,776
chr2_168728711_f,75
chr2_168729009_f,158
chr2_168734024_f,513
chr2_168735291_f,611
chr2_168735880_f,631
chr2_168736505_f,428
chr2_168736946_f,12
chr2_168740087_f,526
chr2_168743929_f,152
chr2_168744846_f,92
chr2_168750362_f,158
chr2_168763922_f,24
chr2_168764801_f,264
chr2_168775132_f,500
chr2_169072779_f,21
chr2_169568998_f,1
chr2_169572020_r,6
chr2_169582359_r,12
chr2_169588163_f,433
chr2_169593670_r,152
chr2_169594324_f,827
chr2_169596589_f,64
chr2_169600065_f,244
chr2_169601447_f,125
chr2_169603907_f,52
chr2_169611231_f,627
chr2_169612040_f,29
chr2_169613575_f,145
chr2_169621542_f,165
chr2_169624924_f,15
chr2_169631887_f,310
chr2_169633558_f,99
chr2_169636745_f,453
chr2_169637744_f,1161
chr2_169799086_f,87
chr2_169799515_f,20
chr2_169806315_f,546
chr2_169808505_f,478
chr2_169810056_f,12
chr2_169810881_f,537
chr2_169811757_r,600
chr2_169812064_f,2651
chr2_169836995_f,34
chr2_169866150_f,11
chr2_169950447_f,12
chr2_169998340_f,10
chr2_170017113_f,84
chr2_170025892_f,39
chr2_170048845_f,12
chr2_170081854_f,70
chr2_170082374_f,50
chr2_170084105_f,57
chr2_170753094_f,11
chr2_170884344_r,5
chr2_170938281_f,9
chr2_170945501_f,393
chr2_170946940_f,118
chr2_170950983_f,185
chr2_170952492_f,7
chr2_170953354_f,24
chr2_170966595_f,378
chr2_170966916_f,376
chr2_170992053_r,356
chr2_170993564_r,97
chr2_170998045_r,13
chr2_170998563_r,54
chr2_171002601_r,114
chr2_171006998_r,28
chr2_171013025_r,126
chr2_171013345_r,304
chr2_171038187_r,49
chr2_171039174_r,72
chr2_171040590_r,139
chr2_171047967_r,41
chr2_171048524_r,6
chr2_171066334_r,6
chr2_171070172_r,186
chr2_171078108_r,51
chr2_171079541_r,28
chr2_171091451_r,31
chr2_171092035_r,592
chr2_171101932_r,34
chr2_171118373_r,47
chr2_171122757_r,505
chr2_171125448_r,793
chr2_171126019_r,120
chr2_171127618_r,169
chr2_171128294_r,93
chr2_171128710_r,13
chr2_171129177_r,61
chr2_171131418_r,50
chr2_171131847_r,789
chr2_171134336_r,62
chr2_171134749_r,651
chr2_171141917_r,17
chr2_171143506_f,1310
chr2_171144800_r,21
chr2_171149075_r,1465
chr2_171151042_r,494
chr2_171153266_r,105
chr2_171154087_r,2587
chr2_171155129_r,493
chr2_171156117_r,138
chr2_171156679_r,113
chr2_171161513_f,128
chr2_171323251_r,209
chr2_171336421_r,76
chr2_171340498_f,6
chr2_171426447_r,9
chr2_171434360_r,4
chr2_171442882_f,18
chr2_171481223_f,8
chr2_171485052_f,115
chr2_171517219_r,2511
chr2_171525946_f,262
chr2_171538275_f,129
chr2_171538659_f,30
chr2_171548645_f,104
chr2_171555168_f,161
chr2_171557157_f,124
chr2_171558133_f,144
chr2_171702361_f,10
chr2_171709128_f,14
chr2_171716121_f,87
chr2_171718740_f,4
chr2_171721121_f,134
chr2_171724128_f,5
chr2_171725668_f,55
chr2_171748018_f,61
chr2_171748409_f,3
chr2_171758920_r,19
chr2_171769559_f,7
chr2_171770683_f,41
chr2_171773839_f,6
chr2_171821048_r,95
chr2_171850364_r,195
chr2_171850938_r,38
chr2_171852078_r,48
chr2_171855819_r,167
chr2_171879175_r,1
chr2_171881678_r,6
chr2_171893172_r,73
chr2_171893501_r,8
chr2_171894205_f,3
chr2_171921852_r,138
chr2_171924196_f,34
chr2_171925750_f,286
chr2_171927383_f,54
chr2_171937222_f,207
chr2_171943528_r,2
chr2_171953626_f,411
chr2_171956178_f,206
chr2_171956534_f,58
chr2_171966348_f,40
chr2_171973400_f,221
chr2_171974173_f,236
chr2_171981168_f,30
chr2_171983238_f,67
chr2_171983677_f,698
chr2_171986516_f,16
chr2_172061978_f,8
chr2_172064078_f,30
chr2_172080775_f,83
chr2_172082430_f,150
chr2_172121365_r,6
chr2_172383979_r,7
chr2_172434824_f,1
chr2_172449922_f,11
chr2_172464262_r,40
chr2_172480734_r,12
chr2_172542072_r,3
chr2_172542726_r,22
chr2_172546742_r,31
chr2_172559011_f,23
chr2_172563272_f,30
chr2_172573165_f,5
chr2_172583225_f,13
chr2_172584004_f,103
chr2_172593934_f,28
chr2_172598818_f,289
chr2_172610261_f,6
chr2_172614725_f,69
chr2_172639577_r,1
chr2_173050121_f,6
chr2_173074709_r,106
chr2_173078222_f,138
chr2_173084415_f,820
chr2_173104499_f,248
chr2_173110272_r,270
chr2_173117052_f,53
chr2_173125033_f,205
chr2_173126908_f,53
chr2_173127563_f,280
chr2_173131439_f,19
chr2_173140983_f,42
chr2_173141840_f,89
chr2_173143025_f,301
chr2_173144462_f,162
chr2_173179107_f,57
chr2_173192510_f,106
chr2_173195185_f,89
chr2_173198573_f,163
chr2_173202618_f,5
chr2_173212154_f,80
chr2_173214591_f,66
chr2_173225593_f,197
chr2_173267425_f,56
chr2_173360858_r,1
chr2_173363592_f,39
chr2_173368904_f,449
chr2_173849711_r,2
chr2_173869948_r,1
chr2_173883749_r,11
chr2_173899555_r,14
chr2_173904547_r,37
chr2_173905549_r,26
chr2_173906459_r,624
chr2_173908536_r,171
chr2_173911837_r,520
chr2_173913243_r,15
chr2_173922304_r,599
chr2_173923819_r,153
chr2_173925063_r,125
chr2_173927673_r,245
chr2_173928977_r,415
chr2_173930905_r,187
chr2_173931182_r,98
chr2_173932005_r,56
chr2_173935060_r,63
chr2_173935708_r,166
chr2_173936911_r,812
chr2_173939848_r,135
chr2_173940460_r,85
chr2_173941832_r,442
chr2_173942217_r,161
chr2_173944608_r,54
chr2_173946506_r,437
chr2_173946886_r,1718
chr2_173947260_r,635
chr2_173947646_r,707
chr2_173948228_r,58
chr2_173950375_r,139
chr2_173950905_r,72
chr2_173952118_r,1255
chr2_173953927_r,23
chr2_173954195_r,125
chr2_173956460_r,10
chr2_173958271_r,564
chr2_173960315_r,23
chr2_173961189_r,166
chr2_173961963_r,1190
chr2_173962789_r,75
chr2_173964967_f,63
chr2_173965373_f,82
chr2_174014119_f,2
chr2_174075496_r,40
chr2_174077059_r,1
chr2_174079004_r,404
chr2_174082049_r,38
chr2_174091940_r,18
chr2_174110612_r,168
chr2_174115159_r,10
chr2_174148748_r,38
chr2_174149170_r,66
chr2_174177732_r,28
chr2_174185002_r,47
chr2_174193615_r,109
chr2_174200039_r,12
chr2_174200772_r,100
chr2_174204972_r,47
chr2_174211854_r,186
chr2_174212650_r,765
chr2_174216864_r,58
chr2_174218989_r,388
chr2_174219449_r,752
chr2_174220357_r,239
chr2_174221619_r,219
chr2_174222769_r,528
chr2_174348366_r,639
chr2_174352603_r,212
chr2_174354189_r,2
chr2_174361467_r,29
chr2_174371316_r,31
chr2_174371964_r,231
chr2_174372606_r,637
chr2_174376450_r,12
chr2_174379742_r,626
chr2_174381705_r,152
chr2_174383719_f,43
chr2_174388219_r,113
chr2_174428218_f,60
chr2_174515956_r,3
chr2_174559574_r,835
chr2_174561507_r,130
chr2_174562181_r,505
chr2_174570407_r,312
chr2_174570725_r,125
chr2_174571169_r,1119
chr2_174574230_r,488
chr2_174577170_r,78
chr2_174579969_r,302
chr2_174581623_r,25
chr2_174594751_f,47
chr2_174596821_r,169
chr2_174597395_r,126
chr2_174612507_r,243
chr2_174612788_f,1
chr2_174626661_r,256
chr2_174629285_r,142
chr2_174633593_r,50
chr2_175072262_r,416
chr2_175073569_r,120
chr2_175074278_r,228
chr2_175081007_r,45
chr2_175090911_r,27
chr2_175091469_r,29
chr2_175092120_r,28
chr2_175093194_r,108
chr2_175104047_r,198
chr2_175110999_r,100
chr2_175122203_r,19
chr2_175136034_r,1038
chr2_175140271_r,26
chr2_175141245_r,31
chr2_175142204_r,200
chr2_175143803_r,83
chr2_175149462_r,18
chr2_175151720_r,23
chr2_175158255_r,295
chr2_175161108_r,31
chr2_175161779_r,635
chr2_175164240_r,11
chr2_175167186_r,172
chr2_175168965_f,23
chr2_175169383_f,16
chr2_175172969_r,25
chr2_175174742_f,61
chr2_175177879_r,46
chr2_175178144_r,10409
chr2_175924006_r,136
chr2_175936134_r,16
chr2_175951954_r,88
chr2_175956375_r,15
chr2_175966635_r,7
chr2_175967161_r,46
chr2_175968681_r,7
chr2_175969191_r,7
chr2_175984572_r,51
chr2_176200974_r,6835
chr2_176305154_f,17
chr2_176337935_f,561
chr2_176639618_f,2
chr2_17665404_r,154
chr2_177210618_r,225
chr2_177213586_f,97
chr2_177216003_f,1095
chr2_177216381_f,733
chr2_177216697_f,91
chr2_177217992_f,292
chr2_177220133_f,502
chr2_177220532_f,431
chr2_177221013_f,219
chr2_177221375_f,283
chr2_177223076_f,1341
chr2_177223342_f,1200
chr2_17722387_r,24
chr2_177224137_f,373
chr2_177225081_f,42
chr2_177225345_f,23
chr2_177225920_f,593
chr2_177227963_f,1531
chr2_177228504_f,790
chr2_177228811_r,4
chr2_177230308_r,373
chr2_177231061_r,268
chr2_177236858_r,329
chr2_177239948_f,220
chr2_177243537_r,155
chr2_177247014_r,942
chr2_177249521_r,175
chr2_177250490_r,12
chr2_177252000_f,217
chr2_177252022_r,422
chr2_177253239_r,39
chr2_177254028_r,32
chr2_177254880_r,54
chr2_177260618_r,95
chr2_177261299_r,51
chr2_177261907_r,255
chr2_177262595_r,486
chr2_177263174_r,364
chr2_177264280_r,74
chr2_177265624_f,248
chr2_177276631_r,57
chr2_177316240_r,3
chr2_177360151_r,15
chr2_177382801_r,38
chr2_177391899_r,20
chr2_17740085_r,22
chr2_177402143_f,72
chr2_177436159_r,13
chr2_177438385_f,115
chr2_17745570_r,19
chr2_177490872_r,19
chr2_177509073_f,3
chr2_177509721_r,4
chr2_17751005_f,144
chr2_177512099_f,6
chr2_177531699_f,26
chr2_177539435_f,201
chr2_17755043_f,55
chr2_17755396_f,71
chr2_177556647_f,9
chr2_177561882_f,10
chr2_17769623_f,3
chr2_17784720_f,88
chr2_178119829_f,6
chr2_178125524_f,9
chr2_178129656_f,167
chr2_178376724_f,1
chr2_178414642_r,36
chr2_178431551_r,468
chr2_178434091_f,143
chr2_178434129_r,84
chr2_178435197_f,201
chr2_178452292_f,2258
chr2_178465604_r,155
chr2_178503781_f,12
chr2_178505207_f,29
chr2_178516461_f,113
chr2_178527332_f,158
chr2_178538904_f,269
chr2_178539348_f,15
chr2_178541118_f,46
chr2_178550673_f,74
chr2_178553443_f,7
chr2_178558847_f,13
chr2_178580908_f,53
chr2_178599499_f,19
chr2_178620214_f,47
chr2_179098776_r,4
chr2_179102517_r,112
chr2_179109322_r,109
chr2_179126048_r,77
chr2_179127253_r,24
chr2_179129380_r,42
chr2_179134316_r,8
chr2_179167588_f,5
chr2_179221103_r,52
chr2_179227464_r,24
chr2_179228044_r,5
chr2_179233443_r,567
chr2_179237227_f,1
chr2_179238234_r,10
chr2_179245515_f,801
chr2_179247223_r,471
chr2_179253513_r,29
chr2_179260827_r,12
chr2_179262578_r,118
chr2_179264895_f,11
chr2_179944876_r,219
chr2_179945637_r,42
chr2_179977179_r,30
chr2_180005529_r,10
chr2_180006420_r,16
chr2_180872694_r,418
chr2_180984243_f,204
chr2_180988343_f,157
chr2_180994528_f,33
chr2_180997038_r,4
chr2_181001935_f,77
chr2_181004630_f,596
chr2_181013175_f,128
chr2_181014456_f,558
chr2_181014961_f,123
chr2_181017287_f,33
chr2_181020768_f,68
chr2_181025956_f,170
chr2_181034974_f,88
chr2_181035654_f,28
chr2_181037247_f,89
chr2_181038237_f,51
chr2_181039618_f,27
chr2_181046396_f,71
chr2_181049947_f,64
chr2_181055239_f,241
chr2_181056081_f,866
chr2_181056970_f,132
chr2_181063419_f,1838
chr2_181076582_f,11
chr2_181306438_f,56
chr2_181458778_f,236
chr2_181463708_f,50
chr2_181476220_f,110
chr2_181477266_f,82
chr2_181482398_f,29
chr2_181487126_f,45
chr2_181500374_f,8
chr2_181502417_f,216
chr2_181504577_f,27
chr2_181509133_f,632
chr2_181528380_f,10
chr2_181536003_f,30
chr2_181536428_f,40
chr2_181537130_f,45
chr2_181537739_f,815
chr2_181538930_f,95
chr2_181541711_f,7
chr2_181894698_f,83
chr2_181898912_f,17
chr2_181901303_f,13
chr2_181903363_f,23
chr2_181905519_f,17
chr2_181906738_f,503
chr2_181922700_f,288
chr2_181924172_f,16
chr2_181926711_f,232
chr2_181928253_f,20
chr2_181930735_f,527
chr2_181963644_f,2
chr2_182451972_r,5
chr2_182720044_f,43
chr2_182731100_f,38
chr2_182736376_f,32
chr2_182753511_f,31
chr2_182777464_f,191
chr2_182778103_f,18
chr2_183128596_f,28
chr2_183214538_f,2
chr2_183607233_r,2
chr2_184132512_f,4
chr2_184583457_r,9
chr2_184591723_r,49
chr2_184593607_r,104
chr2_184595883_r,1599
chr2_184597106_r,743
chr2_184597999_r,113
chr2_184599133_r,68
chr2_184599380_f,1185
chr2_184599961_f,440
chr2_184601916_f,144
chr2_184603381_f,105
chr2_184608964_f,592
chr2_184616511_f,90
chr2_184619515_f,28
chr2_184622795_f,103
chr2_184623676_f,29
chr2_184628023_f,410
chr2_184628312_f,900
chr2_184633677_f,163
chr2_184634994_f,151
chr2_184636155_f,377
chr2_184640459_f,51
chr2_184647694_f,251
chr2_184648107_f,388
chr2_184649845_f,272
chr2_184666925_f,18
chr2_184680666_f,68
chr2_184704839_f,59
chr2_184715788_f,7
chr2_184718249_f,4
chr2_184731251_f,169
chr2_184821795_f,10
chr2_184858503_f,46
chr2_184935894_f,8
chr2_184939485_f,44
chr2_185545710_r,2
chr2_18554723_r,202
chr2_18555104_r,68
chr2_185940510_r,31
chr2_186104470_r,1
chr2_186487451_f,47
chr2_186500208_f,789
chr2_186502552_f,1559
chr2_186505541_f,198
chr2_186507444_f,243
chr2_186509361_f,1764
chr2_186509969_f,213
chr2_186736579_f,1
chr2_186743568_f,2
chr2_187539919_r,8
chr2_189442069_f,51
chr2_189442843_f,36
chr2_189455751_f,22
chr2_189458467_f,70
chr2_189473216_f,276
chr2_189475559_f,361
chr2_189561662_r,58
chr2_189666399_f,213
chr2_189670831_f,271
chr2_189765862_r,24
chr2_189769696_r,1
chr2_189771311_r,2236
chr2_189783445_r,2012
chr2_189785303_f,117
chr2_189836650_f,2
chr2_189877629_f,108
chr2_190034534_f,2
chr2_190192032_r,26
chr2_190200214_f,63
chr2_190204634_r,119
chr2_190205531_r,60
chr2_190210175_r,91
chr2_190241614_r,23
chr2_190243427_r,4
chr2_190345360_f,24
chr2_190356866_f,5
chr2_190371583_f,187
chr2_190388931_r,19
chr2_190502076_f,86
chr2_190568400_f,6
chr2_190640503_r,6
chr2_190645431_r,11
chr2_190647732_r,189
chr2_190673107_f,4
chr2_19083214_r,1
chr2_190853201_r,12
chr2_190881466_f,1268
chr2_190882439_f,344
chr2_190885192_f,522
chr2_190885562_f,83
chr2_190886916_f,1328
chr2_190887552_f,373
chr2_190889002_f,108
chr2_190889780_f,79
chr2_190890122_f,87
chr2_190890884_f,2433
chr2_190891480_f,2474
chr2_190892597_f,646
chr2_190893590_f,276
chr2_190895407_f,1113
chr2_190896190_f,50
chr2_190897378_f,287
chr2_190897850_f,67
chr2_190898300_f,189
chr2_190901639_f,1345
chr2_190903034_f,44
chr2_190903839_f,185
chr2_190905287_f,253
chr2_190905671_f,620
chr2_190906511_f,232
chr2_190906522_r,2
chr2_190906865_f,538
chr2_190908446_f,31
chr2_190909748_f,124
chr2_190910003_f,149
chr2_190910574_f,37
chr2_190911773_f,38
chr2_190912368_r,102
chr2_190914995_f,88
chr2_190915259_f,26
chr2_190916253_f,338
chr2_190919071_f,44
chr2_190920571_f,12
chr2_190920826_f,40
chr2_190921558_f,46
chr2_190923982_f,71
chr2_190928243_f,15
chr2_190929463_f,51
chr2_190935289_f,499
chr2_190937167_f,20
chr2_190940485_f,102
chr2_190955476_r,10
chr2_190955894_r,10
chr2_190969266_r,389
chr2_190975540_r,326
chr2_191002162_r,218
chr2_191045949_r,1
chr2_191053081_r,1
chr2_191133610_r,33
chr2_191502078_r,1
chr2_191531113_r,1
chr2_191678189_f,84
chr2_191678968_f,109
chr2_191679304_f,41
chr2_191686939_f,34
chr2_191696649_f,27
chr2_191699234_f,48
chr2_191702028_f,7
chr2_191835360_r,41
chr2_19288772_r,3
chr2_19344876_r,10
chr2_19413252_r,4
chr2_195657351_f,171
chr2_195658452_f,766
chr2_195675864_f,20
chr2_195719636_r,7
chr2_195727533_f,44
chr2_195735680_f,20
chr2_195751314_f,23
chr2_196133713_r,579
chr2_196135362_r,358
chr2_196135777_f,978
chr2_196137133_r,1652
chr2_196138594_r,1072
chr2_196138985_r,692
chr2_196147110_r,47
chr2_196147751_r,2603
chr2_196149575_r,914
chr2_196151263_r,929
chr2_196153255_f,1208
chr2_196153677_r,89
chr2_196154596_r,102
chr2_196155265_r,172
chr2_196156592_r,344
chr2_196158798_r,85
chr2_196159328_r,1304
chr2_196161537_r,1870
chr2_196162184_r,114
chr2_196162511_r,2380
chr2_196163311_r,855
chr2_196164659_r,1279
chr2_196166203_r,1567
chr2_196167041_r,238
chr2_196169095_r,4772
chr2_196169970_r,222
chr2_196170481_r,498
chr2_196170782_r,220
chr2_196243055_f,60
chr2_196664076_f,5
chr2_196732798_f,10
chr2_196764455_r,258
chr2_196777647_r,62
chr2_196779591_r,27
chr2_196785571_r,22
chr2_196795061_r,53
